,area,endereco,quartos,banheiros,vagas,preco,condominio,amenidades,bairro
2740,79,"Rua Constantino de Sousa, 1144 ",2,2,0,4200.0,1000.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Campo Belo
2741,30,Avenida Rangel Pestana ,1,1,0,1200.0,235.0,"Mobiliado
Churrasqueira
Elevador
Cozinha
Interfone
...", Brás
2742,48,Rua Vapabussu ,1,2,1,3000.0,570.0,"Piscina
Churrasqueira
Elevador
Varanda
Ar-condicionado
...", Jardim Aeroporto
2743,97,"Rua Jesuíno Arruda, 318 ",3,3,2,4200.0,1419.0,"Salão de festas
Piscina
Elevador
Condomínio fechado
Portaria 24h", Itaim Bibi
2744,40,"Rua Paim, 352 ",1,1,1,2200.0,460.0,"Piscina
Churrasqueira
Elevador
Academia
Salão de festas
...", Bela Vista
2745,80,Rua Caconde ,2,1,1,2550.0,920.0,"Cozinha
Gerador elétrico
Garagem
Segurança 24h
Área de serviço", Jardim Paulista
2746,32,Avenida de Pinedo ,1,1,0,1290.0,0.0,Interfone, Socorro
2747,43,"Capão Redondo, São Paulo ",2,1,1,1300.0,260.0,"Salão de festas
Jardim", SP
2748,77,Avenida Doutor Altino Arantes ,2,2,1,2600.0,830.0,"Ar-condicionado
Varanda
Área de serviço", Vila Clementino
2749,37,"Rua Caramuru, 632 ",1,1,1,1900.0,576.0,"Mobiliado
Elevador
Condomínio fechado
Academia
Aceita animais
...", Saúde
2750,129,"Alameda Ministro Rocha Azevedo, 800 ",2,3,1,11000.0,1789.0,"Mobiliado
Ar-condicionado
Área de serviço
Escritório
Armário embutido
...", Jardins
2751,30,"Rua Djalma Coelho, 195 ",1,1,1,2150.0,650.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...", Sumarezinho
2752,64,"Vila Olímpia, São Paulo ",2,2,1,4500.0,800.0,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...", SP
2753,90,"Rua da Glória, 493 ",3,2,2,3000.0,970.0,"Cozinha
Varanda gourmet
Salão de festas", Liberdade
2754,101,Rua Cancioneiro de Évora ,3,3,2,3200.0,1195.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Chácara Santo Antônio
2755,66,"Rua Abagiba, 940 ",2,2,1,1950.0,599.0,"Churrasqueira
Segurança 24h
Piscina
Piscina infantil
Varanda", Saúde
2756,65,"Vila Mariana, São Paulo ",2,2,1,2800.0,846.0,"Piscina
Elevador
Playground
Salão de festas
Interfone
...", SP
2757,130,"Rua Belchior de Azevedo, 156 ",3,4,2,5800.0,1100.0,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...", Vila Leopoldina
2758,50,"Rua Gabriele D'Annunzio, 624 ",1,1,1,4200.0,450.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Campo Belo
2759,65,Rua do Oratório ,2,2,2,2600.0,0.0,Garagem, Alto da Mooca
2760,75,"Brooklin, São Paulo ",3,3,2,3176.0,796.0,"Lareira
Piscina
Quadra poliesportiva
Escritório", SP
2761,46,Avenida Eusébio Matoso ,1,1,1,5794.0,1018.0,"Cozinha
Mobiliado
Sala de massagem", Pinheiros
2762,74,Rua Carlos Camargo Aranha ,2,2,1,3700.0,469.0,"Piscina
Churrasqueira
Elevador
Varanda gourmet
Quadra poliesportiva
...", Jardim São Paulo
2763,70,"Rua Guaraiúva, 553 ",3,2,2,3800.0,920.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Brooklin
2764,71,"Rua Heitor Peixoto, 318 ",2,2,1,3090.0,624.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Aclimação
2765,42,Rua Quatá ,1,1,1,3100.0,747.0,"Academia
Mobiliado
Salão de festas
Ar-condicionado
Jardim", Vila Olímpia
2766,80,"Rua Frei Caneca, 996 ",1,1,1,2000.0,780.0,"Elevador
Condomínio fechado
Aceita animais
Jardim
Área de serviço
...", Consolação
2767,48,"Artur Alvim, São Paulo ",2,1,1,900.0,200.0,0, SP
2768,35,"Rua Constantino de Sousa, 319 ",1,1,1,2300.0,750.0,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...", Campo Belo
2769,52,Rua Ministro Ferreira Alves ,1,2,1,2700.0,399.0,"Piscina
Churrasqueira
Ar-condicionado
Jardim
Playground
...", Perdizes
2770,36,Rua Guararapes ,1,1,1,2400.0,544.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Brooklin
2771,74,Rua Girassol ,2,2,1,2800.0,1065.0,"Elevador
Interfone", Vila Madalena
2772,72,"Vila Mariana, São Paulo ",3,1,2,2800.0,735.0,"Piscina
Churrasqueira
Academia
Jardim
Playground
...", SP
2773,54,"Tatuapé, São Paulo ",2,2,1,1800.0,730.0,0, SP
2774,62,"Pari, São Paulo ",2,2,1,1500.0,501.0,"Churrasqueira
Academia
Ar-condicionado
Área de serviço
Salão de festas
...", SP
2775,50,"Rua Gabriele D'Annunzio, 624 ",1,1,1,4300.0,420.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Campo Belo
2776,51,"Lauzane Paulista, São Paulo ",2,1,1,1400.0,417.0,"Churrasqueira
Piscina
Interfone
Área de serviço", SP
2777,80,Rua Pelotas ,2,1,1,2500.0,750.0,Elevador, Vila Mariana
2778,133,Rua Samambaia ,3,4,2,4900.0,1400.0,0, Saúde
2779,130,"Pompeia, São Paulo ",4,3,4,4700.0,1350.0,"Piscina
Armário na cozinha
Varanda
Área de serviço", SP
2780,50,Rua Taguá ,1,1,0,1200.0,497.0,Elevador, Liberdade
2781,102,"Higienópolis, São Paulo ",2,1,0,3100.0,1070.0,Área de serviço, SP
2782,51,"Morumbi, São Paulo ",2,1,1,1300.0,526.0,"Piscina
Churrasqueira
Elevador
Jardim
Área de serviço
...", SP
2783,75,"Rua Carlos Weber, 633 ",3,2,2,3300.0,655.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Vila Leopoldina
2784,87,"Avenida Portugal, 370 ",2,1,1,3200.0,644.0,"Varanda
Jardim
Área de serviço
Playground
Salão de festas
...", Brooklin
2785,40,Rua Ascencional ,1,1,2,1300.0,639.0,"Elevador
Varanda
Academia
Área de serviço
Playground
...", Morumbi
2786,88,"Barra Funda, São Paulo ",3,4,2,3800.0,693.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", SP
2787,70,"Rua Jaguaré, 0 ",3,1,2,2300.0,705.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Jaguaré
2788,143,"Rua da Paz, 2150 ",4,5,3,7500.0,1050.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Chácara Santo Antônio
2789,55,Rua Tuim ,2,1,1,2400.0,877.0,"Piscina
Varanda gourmet
Cozinha
Elevador
Garagem", Vila Uberabinha
2790,60,Rua Major Sertório ,2,1,0,1300.0,599.0,0, Vila Buarque
2791,52,"Rua Flórida, 1790 ",2,2,2,3400.0,2100.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Varanda
...", Brooklin
2792,50,"Avenida Jurema, 147 ",1,1,1,2100.0,860.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...", Moema
2793,85,Rua Alexandre Dumas ,3,2,1,4000.0,870.0,"Sistema de alarme
Cozinha", Chácara Santo Antônio
2794,238,Rua Fernandes de Abreu ,2,4,4,15000.0,6500.0,"Piscina
Aceita animais
Ar-condicionado", Itaim Bibi
2795,72,"Rua Jorge Chammas, 334 ",2,2,2,6190.0,1100.0,"Playground
Ar-condicionado
Área de serviço", Vila Mariana
2796,34,"Rua Genebra, 197 ",1,1,1,2100.0,370.0,Armário na cozinha, Bela Vista
2797,157,Rua Diogo Jácome ,3,4,3,21000.0,1790.0,0, Vila Nova Conceição
2798,76,"Avenida Santo Amaro, 6446 ",2,2,2,3000.0,350.0,0, Santo Amaro
2799,52,"Rua Major Quedinho, 224 ",1,2,1,3000.0,650.0,"Piscina
Mobiliado
Churrasqueira
Academia
Ar-condicionado
...", Consolação
2800,42,Rua Iara ,1,1,1,2800.0,795.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...", Itaim Bibi
2801,75,Rua Cristiano Viana ,2,2,2,2950.0,1100.0,0, Cerqueira César
2802,50,Avenida Diógenes Ribeiro de Lima ,1,1,0,1700.0,335.0,"Cozinha
Área de serviço", Alto de Pinheiros
2803,98,"Rua Coronel Oscar Porto, 40 ",3,3,1,4590.0,1146.0,"Playground
Quadra poliesportiva
Mobiliado
Salão de festas
Área de serviço", Paraíso
2804,60,"Consolação, São Paulo ",2,1,2,4450.0,714.0,"Piscina
Elevador
Varanda
Playground
Salão de festas
...", SP
2805,55,Rua Guatapara ,2,1,1,1500.0,785.0,"Jardim
Playground
Salão de festas
Elevador
Aceita animais", Vila Guarani
2806,71,"Lapa, São Paulo ",2,1,1,1500.0,368.0,0, SP
2807,78,"Rua Vitorino Carmilo, 444 ",3,1,1,2300.0,700.0,"Elevador
Aceita animais
Salão de festas
Portaria 24h
Acesso para deficientes
...", Barra Funda
2808,60,"Consolação, São Paulo ",2,1,2,4450.0,714.0,"Piscina
Elevador
Varanda
Playground
Salão de festas
...", SP
2809,55,Rua Guatapara ,2,1,1,1500.0,785.0,"Jardim
Playground
Salão de festas
Elevador
Aceita animais", Vila Guarani
2810,71,"Lapa, São Paulo ",2,1,1,1500.0,368.0,0, SP
2811,78,"Rua Vitorino Carmilo, 444 ",3,1,1,2300.0,700.0,"Elevador
Aceita animais
Salão de festas
Portaria 24h
Acesso para deficientes
...", Barra Funda
2812,105,"Rua Casa do Ator, 90 ",2,3,2,10000.0,1100.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Vila Nova Conceição
2813,65,"Saúde, São Paulo ",2,1,1,1500.0,517.0,"Piscina
Elevador
Condomínio fechado
Área de serviço
Quadra poliesportiva
...", SP
2814,82,"Rua Araguari, 340 ",2,3,2,5000.0,1200.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Moema
2815,115,"Avenida Padre Antônio José dos Santos, 577 ",3,3,2,5400.0,1280.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Brooklin
2816,95,Rua João Julião ,3,2,1,2300.0,960.0,"Elevador
Condomínio fechado
Aceita animais
Salão de festas
Portaria 24h
...", Bela Vista
2817,35,Avenida Jandira ,1,1,1,2000.0,840.0,"Elevador
Sistema de alarme
Segurança 24h", Moema
2818,47,Rua Gomes de Carvalho ,1,1,1,2320.0,670.0,"Ar-condicionado
Academia", Vila Olímpia
2819,50,"Rua Aurora, 756 ",1,1,1,2900.0,623.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Santa Ifigênia
2820,70,"Rua José Prado Montoro, 112 ",3,2,2,1800.0,515.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Interlagos
2821,75,"Vila Olímpia, São Paulo ",1,2,1,6940.0,766.0,"Mobiliado
Varanda
Ar-condicionado
Área de serviço
Escritório
...", SP
2822,115,Rua Luísa Júlia ,3,3,1,3700.0,1250.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Itaim Bibi
2823,85,"Rua Jesuíno Arruda, 254 ",2,2,1,4500.0,1030.0,"Ar-condicionado
Jardim
Elevador
Condomínio fechado", Itaim Bibi
2824,22,"Rua Barretos, 115 ",1,1,1,600.0,500.0,"Mobiliado
Condomínio fechado
Academia
Espaço gourmet
Ar-condicionado
...", Alto da Mooca
2825,65,"Perdizes, São Paulo ",3,2,1,2300.0,860.0,"Piscina
Mobiliado
Churrasqueira
Varanda
Área de serviço
...", SP
2826,104,"Rua Marcos Lopes, 272 ",1,2,2,11500.0,1400.0,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...", Vila Nova Conceição
2827,47,"Chácara Santo Antônio, São Paulo ",1,1,1,2200.0,431.0,"Piscina
Churrasqueira
Varanda
Ar-condicionado
Jardim
...", SP
2828,80,"Rua Aurora, 776 ",2,2,1,1000.0,820.0,0, República
2829,43,"Rua das Fiandeiras, 188 ",1,1,1,1750.0,1129.0,"Condomínio fechado
Varanda
Academia
Espaço gourmet
Salão de festas
...", Vila Olímpia
2830,107,Rua Garapeba ,3,2,2,3100.0,1750.0,"Piscina
Churrasqueira
Jardim
Área de serviço
Playground
...", Vila Mariana
2831,37,"Rua Gabriele D'Annunzio, 48 ",1,1,1,2550.0,330.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Campo Belo
2832,82,Rua Leopoldo Couto Magalhães Júnior ,2,2,1,3200.0,1095.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Itaim Bibi
2833,48,"Rua Bela Cintra, 71 ",1,1,1,1699.0,950.0,"Piscina
Salão de festas", Consolação
2834,102,"Moema, São Paulo ",3,3,2,6900.0,1050.0,"Piscina
Churrasqueira
Elevador
Área de serviço
Quadra poliesportiva
...", SP
2835,33,Avenida Rangel Pestana ,1,1,0,1200.0,300.0,"Depósito
Lavanderia
Cozinha
Academia", Brás
2836,156,"Rua Carlos Weber, 663 ",3,3,2,10000.0,1200.0,"Mobiliado
Churrasqueira
Academia
Garagem
Ar-condicionado
...", Vila Leopoldina
2837,71,"Pinheiros, São Paulo ",2,2,1,5000.0,584.0,"Piscina
Academia
Varanda gourmet
Salão de festas
Lavanderia
...", SP
2838,182,"Alameda dos Anapurus, 1071 ",3,5,4,17000.0,2900.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Moema
2839,75,"Vila Clementino, São Paulo ",2,3,2,2850.0,1000.0,"Piscina
Churrasqueira
Elevador
Academia
Área de serviço
...", SP
2840,52,Rua Teodoro Sampaio ,1,1,0,1800.0,438.0,Aceita animais, Pinheiros
2841,48,"Rua Graúna, 287 ",1,1,1,2000.0,720.0,"Elevador
Garagem
Jardim
Área de serviço
Playground
...", Moema
2842,65,Avenida Diógenes Ribeiro de Lima ,2,2,1,2000.0,865.0,"Churrasqueira
Área de serviço", Alto de Pinheiros
2843,70,"Rua Alexandre Calame, 80 ",3,2,1,2750.0,530.0,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...", Jaguaré
2844,176,"Aclimação, São Paulo ",4,5,3,8500.0,1260.0,0, SP
2845,83,Avenida Martin Luther King ,3,2,2,2100.0,900.0,"Piscina
Churrasqueira
Elevador
Varanda
Área de serviço
...", Vila Sao Francisco
2846,55,"Vila Olímpia, São Paulo ",2,1,1,2300.0,863.0,"Elevador
Jardim
Playground
Salão de festas
Armário embutido
...", SP
2847,85,"Alameda Tietê, 208 ",1,2,2,9500.0,1182.0,"Mobiliado
Elevador
Condomínio fechado
Academia
Aceita animais
...", Cerqueira César
2848,32,Rua Barra Funda ,1,1,0,1600.0,257.0,"Sistema de alarme
Churrasqueira
Cozinha
Área de serviço", Barra Funda
2849,31,"Praça Cassiano Nogueira, 28 ",1,1,1,2335.0,511.0,"Ar-condicionado
Varanda
Gerador elétrico", Vila Mariana
2850,72,"Rua Martins Fontes, 404 ",2,2,0,1850.0,500.0,"Elevador
Varanda
Área de serviço
Banheiro de serviço
Portão eletrônico
...", Centro
2851,65,Rua Pais de Araújo ,2,2,1,2700.0,850.0,"Salão de festas
Elevador
Área de serviço
Interfone
Ar-condicionado", Itaim Bibi
2852,92,"Rua Diana, 552 ",3,3,2,3300.0,1175.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Aceita animais
...", Perdizes
2853,44,"Pinheiros, São Paulo ",1,1,1,3500.0,635.0,"Piscina
Churrasqueira
Área de serviço
Armário na cozinha
Interfone
...", SP
2854,55,"Rua Fortunato, 30 ",1,1,0,1650.0,370.0,0, Vila Buarque
2855,47,Rua São Bernardo ,2,1,0,1500.0,400.0,"Churrasqueira
Elevador
Área de serviço", Tatuapé
2856,80,"Avenida Brigadeiro Luís Antônio, 388 ",3,2,0,1000.0,926.0,0, Bela Vista
2857,70,Rua Iaiá ,2,2,2,5900.0,1515.0,"Piscina
Condomínio fechado
Academia
Espaço gourmet
Jardim
...", Itaim Bibi
2858,105,"Rua Heitor Penteado, 2050 ",2,1,1,1540.0,789.0,"Elevador
Condomínio fechado
Aceita animais
Portaria 24h
Closet
...", Alto de Pinheiros
2859,25,"Rua Cardeal Arcoverde, 226 ",1,1,0,1500.0,200.0,0, Pinheiros
2860,58,"Rua Maestro Cállia, 215 ",2,2,1,1300.0,1688.0,Jardim, Vila Mariana
2861,75,Rua Cristiano Viana ,2,2,1,3800.0,793.0,"Varanda
Academia
Ar-condicionado
Jardim
Salão de festas
...", Pinheiros
2862,43,Rua Viaza ,1,2,1,2800.0,110.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Campo Belo
2863,87,"Rua João Miguel Jarra, 225 ",3,1,1,1700.0,425.0,0, Vila Madalena
2864,136,"Vila Mariana, São Paulo ",4,4,3,5900.0,1200.0,0, SP
2865,32,Rua Dois de Julho ,1,1,1,1900.0,450.0,"TV a cabo
Playground
Academia
Salão de jogos", Ipiranga
2866,140,"Vila Mariana, São Paulo ",2,2,2,3300.0,1038.0,"Churrasqueira
Elevador
Academia
Salão de festas
Quadra poliesportiva
...", SP
2867,31,"Praça Cassiano Nogueira, 28 ",1,1,1,2335.0,511.0,"Ar-condicionado
Elevador
Gerador elétrico", Vila Mariana
2868,55,Rua Três de Maio ,2,1,0,2200.0,690.0,"Piscina
Playground
Salão de festas", Vila Clementino
2869,45,Rua Joaquim Ferreira ,1,1,1,2600.0,540.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Pompeia
2870,41,Rua Joaquim Távora ,1,1,1,3300.0,652.0,"Piscina
Mobiliado
Churrasqueira
Varanda
Ar-condicionado
...", Vila Mariana
2871,74,Rua Gonçalo da Cunha ,2,1,1,3700.0,660.0,"Piscina
Elevador
Academia
Espaço gourmet
Garagem
...", Chácara Inglesa
2872,138,Rua João de Sousa Dias ,3,3,2,5300.0,2158.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Campo Belo
2873,192,Rua Marcos Lopes ,3,6,4,25000.0,2960.0,"Piscina
Elevador
Ar-condicionado
Jardim
Salão de festas
...", Vila Nova Conceição
2874,25,Alameda dos Jurupis ,1,1,0,3000.0,0.0,Piscina, Moema
2875,55,"Tatuapé, São Paulo ",1,1,1,1650.0,250.0,"Piscina
Churrasqueira
Jardim
Área de serviço
Playground
...", SP
2876,57,Avenida Leonardo da Vinci ,2,1,1,1900.0,661.0,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Guarani
2877,74,"Rua Zacarias de Gois, 715 ",2,2,1,4500.0,730.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Campo Belo
2878,37,Rua Luís Correia de Melo ,1,1,1,2350.0,512.0,0, Vila Cruzeiro
2879,40,"Rua Xavier Curado, 279 ",1,1,0,1650.0,200.0,"Circuito de segurança
Interfone", Ipiranga
2880,212,"Rua Professor Filadelfo Azevedo, 50 ",4,6,4,15745.0,4478.0,"Piscina
Academia
Ar-condicionado
Varanda fechada com vidro
Salão de festas
...", Vila Nova Conceição
2881,65,"Butantã, São Paulo ",3,2,1,2300.0,0.0,"Interfone
Armário na cozinha", SP
2882,48,"Avenida Imperatriz Leopoldina, 1110 ",2,1,2,2300.0,588.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Leopoldina
2883,205,"Vila Nova Conceição, São Paulo ",3,5,3,10000.0,2350.0,"Varanda
Ar-condicionado
Jardim
Área de serviço
Playground
...", SP
2884,80,Rua Catão ,3,2,2,3200.0,1050.0,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...", Vila Romana
2885,100,Rua Romilda Margarita Gabriel ,2,3,1,5000.0,1310.0,0, Itaim Bibi
2886,80,Avenida Professor Francisco Morato ,3,3,1,3000.0,475.0,"Churrasqueira
Elevador
Ar-condicionado
Salão de festas
Armário embutido
...", Vila Sônia
2887,107,Rua Alvorada ,3,3,1,2600.0,990.0,"Copa
Sala de jantar
Área de serviço", Vila Olímpia
2888,80,"Pinheiros, São Paulo ",2,2,2,6500.0,975.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", SP
2889,213,Rua Emílio de Menezes ,3,2,2,4200.0,1950.0,"Elevador
Academia
Aceita animais
Jardim
Área de serviço
...", Santa Cecília
2890,135,"Rua José Antônio Coelho, 0 ",3,5,2,11000.0,1300.0,0, Vila Mariana
2891,67,Rua Michigan ,2,2,2,4200.0,800.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Brooklin
2892,71,"Rua Antônio de Macedo Soares, 848 ",2,1,2,3490.0,1335.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Área de serviço
...", Campo Belo
2893,50,"Rua Vergueiro, 1830 ",1,1,1,1500.0,695.0,"Elevador
Área de serviço
Conexão à internet
Aceita animais", Vila Mariana
2894,64,Rua Pais de Araújo ,2,2,1,3000.0,890.0,0, Itaim Bibi
2895,64,"Rua Caioaba, 385 ",2,1,1,1700.0,481.0,"Elevador
Varanda
Área de serviço
Cozinha
Interfone
...", Vila Prudente
2896,74,Rua Carlos Camargo Aranha ,2,2,1,3650.0,469.0,"Churrasqueira
Varanda gourmet
Interfone
Piscina
Quadra poliesportiva", Jardim São Paulo
2897,61,Avenida Interlagos ,2,2,1,2500.0,550.0,0, Jardim Marajoara
2898,173,"Rua Mateus Grou, 271 ",4,4,2,6000.0,2300.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Pinheiros
2899,26,"Avenida Cásper Líbero, 501 ",1,1,0,1850.0,345.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", República
2900,148,"Rua Guararapes, 75 ",4,3,2,4800.0,1354.0,"Piscina
Churrasqueira
Varanda
Ar-condicionado
Área de serviço
...", Brooklin
2901,50,Rua Imaculada Conceição ,1,1,1,1800.0,840.0,"Jardim
Salão de festas
Portaria 24h
Armário na cozinha
Armário no banheiro
...", Vila Buarque
2902,65,"Rua Barata Ribeiro, 54 ",2,2,1,3300.0,800.0,0, Bela Vista
2903,70,Avenida Sargento Geraldo Sant'Ana ,3,2,2,1945.0,595.0,"Interfone
Piscina infantil
Playground
Quadra poliesportiva
Salão de festas", Jardim Marajoara
2904,55,Rua Tomé Álvares de Castro ,2,1,0,1200.0,350.0,"Condomínio fechado
Portaria 24h
Portão eletrônico", Vila Carmosina
2905,41,Rua Abílio Soares ,1,1,0,2100.0,0.0,"Vigia
Condomínio fechado
Elevador
Área de serviço
Aceita animais", Paraíso
2906,80,"Rua Tonelero, 265 ",3,2,2,2700.0,841.0,"Portaria 24h
Elevador
Salão de festas", Vila Ipojuca
2907,92,Rua Sócrates ,3,3,2,3000.0,933.0,"Piscina
Salão de jogos
Salão de festas
Armário na cozinha
Área de serviço", Jardim Marajoara
2908,173,"Rua Araguari, 409 ",3,4,3,16000.0,2300.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Vila Uberabinha
2909,50,Rua Jairo de Almeida Machado ,2,1,1,1300.0,0.0,"Playground
Churrasqueira
Salão de festas
Condomínio fechado
Portaria 24h", Jaragua
2910,38,Rua Francisco Cruz ,1,1,1,2100.0,355.0,"Piscina
Churrasqueira
Elevador
Academia
Salão de festas
...", Vila Mariana
2911,72,"Avenida Jurucê, 511 ",3,2,1,3100.0,974.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Moema
2912,71,"Rua Alcindo Guanabara, 20 ",2,2,2,4000.0,699.0,"Piscina
Churrasqueira
Varanda
Ar-condicionado
Área de serviço
...", Vila Mariana
2913,158,"Brooklin, São Paulo ",3,3,2,10000.0,0.0,0, SP
2914,100,"Saúde, São Paulo ",3,4,2,2000.0,860.0,"Academia
Jardim
Área de serviço
Playground
Salão de festas
...", SP
2915,50,"Avenida Raimundo Pereira de Magalhães, 2730 ",2,1,1,1400.0,430.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Jardim Íris
2916,48,"Rua Itapeva, 636 ",1,1,1,2764.0,1350.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Varanda
...", Bela Vista
2917,93,"Moema, São Paulo ",2,2,2,5000.0,1083.0,"Piscina
Mobiliado
Elevador
Varanda
Academia
...", SP
2918,75,"Vila Guarani, São Paulo ",2,2,1,3000.0,618.0,"Piscina
Churrasqueira
Elevador
Varanda
Garagem
...", SP
2919,90,Rua Nova Cidade ,1,2,2,9000.0,2280.0,"Piscina
Academia
Espaço gourmet
Piscina infantil
Salão de festas
...", Vila Olímpia
2920,45,Rua Euclides Pacheco ,1,1,1,1600.0,495.0,"Piscina
Academia
Playground
Salão de festas
Quadra poliesportiva
...", Vila Gomes Cardim
2921,33,"Rua Coronel Luís Barroso, 538 ",1,1,1,2100.0,496.0,0, Santo Amaro
2922,76,Rua Professor Manoelito de Ornellas ,2,2,1,2900.0,830.0,Piscina, Chácara Santo Antônio
2923,38,"Itaim Bibi, São Paulo ",1,1,1,6615.0,0.0,"Piscina
Academia
Mobiliado
Ar-condicionado
Jardim", SP
2924,82,"Pompeia, São Paulo ",2,2,1,2800.0,970.0,"Piscina
Varanda
Quintal
Ar-condicionado
Área de serviço
...", SP
2925,40,Rua Paracatu ,2,1,1,1400.0,483.0,"Varanda
Segurança 24h
Piscina
Playground
Elevador", Parque Imperial 
2926,516,"Rua José Maria Lisboa, 313 ",4,5,2,9990.0,4000.0,"Copa
Mobiliado", Jardim Paulista
2927,35,Avenida Doutor Cardoso de Melo ,1,1,1,3400.0,700.0,"Interfone
Armário na cozinha", Vila Olímpia
2928,140,"Brooklin, São Paulo ",4,3,1,4800.0,1355.0,"Piscina
Varanda
Ar-condicionado
Área de serviço
Interfone
...", SP
2929,76,"Avenida Sargento Geraldo Sant'Ana, 1100 ",3,2,2,2500.0,690.0,0, Jardim Taquaral
2930,56,"Avenida dos Ourives, 480 ",2,1,1,900.0,48640.0,0, Jardim Celeste
2931,167,Avenida Jandira ,3,5,3,6200.0,2100.0,"Piscina
Elevador
Condomínio fechado
Academia
Espaço gourmet
...", Moema
2932,42,"Avenida Angélica, 2190 ",1,1,1,3500.0,800.0,"Piscina
Academia
Ar-condicionado
Jardim
Salão de festas
...", Consolação
2933,35,Avenida Doutor Cardoso de Melo ,1,1,1,2300.0,846.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Vila Olímpia
2934,85,Rua Nova York ,2,3,2,4850.0,829.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Brooklin
2935,65,"Rua Vergueiro, 7170 ",2,2,1,2500.0,630.0,"Piscina
Churrasqueira
Varanda
Ar-condicionado
Área de serviço
...", Vila Firmiano Pinto
2936,45,Rua Doutor Samuel Porto ,1,1,0,1300.0,687.0,"Interfone
Cozinha
Área de serviço", Saúde
2937,60,"Rua Haddock Lobo, 313 ",1,1,2,2999.0,810.0,"Salão de festas
Jardim
Elevador", Cerqueira César
2938,36,"Bela Vista, São Paulo ",2,1,0,1300.0,436.0,"Elevador
Interfone
Lavanderia
Jardim", SP
2939,55,Rua França Pinto ,2,2,0,2000.0,563.0,"Interfone
Armário na cozinha
Armário embutido
Sala de jantar", Vila Mariana
2940,210,"Vila Leopoldina, São Paulo ",3,5,2,8500.0,1592.0,0, SP
2941,135,"Rua Guarará, 77 ",4,2,2,4000.0,1610.0,"Elevador
Condomínio fechado
Academia
Aceita animais
Espaço gourmet
...", Jardim Paulista
2942,45,"Rua Hermes Ribeiro de Freitas, 328 ",2,1,1,1125.0,0.0,0, Jardim Elizabeth
